,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,Salary Level,low_salary,medium_salary,high_salary
612,2023,EN,FT,Data Engineer,58000,USD,58000,US,100,US,M,Low Salary,58000,,
613,2023,SE,FT,Data Scientist,172000,USD,172000,US,0,US,M,High Salary,,,172000
614,2023,SE,FT,Data Scientist,115000,USD,115000,US,0,US,M,Medium Salary,,115000,
615,2023,EN,FT,Data Engineer,125000,USD,125000,US,0,US,M,Medium Salary,,125000,
616,2023,EN,FT,Data Engineer,90000,USD,90000,US,0,US,M,Low Salary,90000,,
617,2023,SE,FT,Data Engineer,163800,USD,163800,US,0,US,M,High Salary,,,163800
618,2023,SE,FT,Data Engineer,126000,USD,126000,US,0,US,M,Medium Salary,,126000,
619,2023,SE,FT,Data Scientist,237000,USD,237000,US,100,US,M,High Salary,,,237000
620,2023,SE,FT,Data Scientist,145000,USD,145000,US,100,US,M,High Salary,,,145000
621,2023,MI,FT,Data Engineer,90000,USD,90000,US,100,US,M,Low Salary,90000,,
622,2023,MI,FT,Data Engineer,90000,USD,90000,US,100,US,M,Low Salary,90000,,
623,2023,SE,FT,Data Engineer,139500,USD,139500,US,0,US,M,High Salary,,,139500
624,2023,SE,FT,Data Engineer,109400,USD,109400,US,0,US,M,Medium Salary,,109400,
625,2023,SE,FT,Data Scientist,258000,USD,258000,CA,0,CA,M,High Salary,,,258000
626,2023,SE,FT,Data Scientist,190000,USD,190000,CA,0,CA,M,High Salary,,,190000
627,2023,MI,FT,Data Engineer,145000,USD,145000,US,0,US,M,High Salary,,,145000
628,2023,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M,Medium Salary,,120000,
629,2023,SE,FT,Data Engineer,205600,USD,205600,US,0,US,L,High Salary,,,205600
630,2023,SE,FT,Data Engineer,105700,USD,105700,US,0,US,L,Medium Salary,,105700,
631,2023,SE,FT,Data Engineer,252000,USD,252000,US,0,US,M,High Salary,,,252000
632,2023,SE,FT,Data Engineer,129000,USD,129000,US,0,US,M,Medium Salary,,129000,
633,2023,SE,FT,Data Scientist,239748,USD,239748,US,0,US,M,High Salary,,,239748
634,2023,SE,FT,Data Scientist,159832,USD,159832,US,0,US,M,High Salary,,,159832
635,2023,SE,FT,Data Scientist,186300,USD,186300,US,100,US,M,High Salary,,,186300
636,2023,SE,FT,Data Scientist,102500,USD,102500,US,100,US,M,Medium Salary,,102500,
637,2023,SE,FT,Data Engineer,165000,USD,165000,US,0,US,M,High Salary,,,165000
638,2023,SE,FT,Data Engineer,132300,USD,132300,US,0,US,M,Medium Salary,,132300,
639,2023,SE,FT,Data Scientist,190000,USD,190000,US,0,US,M,High Salary,,,190000
640,2023,SE,FT,Data Scientist,126000,USD,126000,US,0,US,M,Medium Salary,,126000,
641,2023,SE,FT,Data Architect,149040,USD,149040,US,100,US,M,High Salary,,,149040
642,2023,SE,FT,Data Architect,113900,USD,113900,US,100,US,M,Medium Salary,,113900,
643,2023,SE,FT,Data Engineer,153600,USD,153600,US,100,US,M,High Salary,,,153600
644,2023,SE,FT,Data Engineer,106800,USD,106800,US,100,US,M,Medium Salary,,106800,
645,2023,SE,FT,Data Engineer,172600,USD,172600,US,100,US,M,High Salary,,,172600
646,2023,SE,FT,Data Engineer,107900,USD,107900,US,100,US,M,Medium Salary,,107900,
647,2023,SE,FT,Data Analyst,180180,USD,180180,US,0,US,M,High Salary,,,180180
648,2023,SE,FT,Data Analyst,106020,USD,106020,US,0,US,M,Medium Salary,,106020,
649,2023,SE,FT,Data Architect,376080,USD,376080,US,100,US,M,High Salary,,,376080
650,2023,SE,FT,Data Architect,213120,USD,213120,US,100,US,M,High Salary,,,213120
651,2023,SE,FT,Data Analyst,153600,USD,153600,US,0,US,M,High Salary,,,153600
652,2023,SE,FT,Data Analyst,100500,USD,100500,US,0,US,M,Medium Salary,,100500,
653,2023,SE,FT,Data Analyst,206500,USD,206500,US,100,US,M,High Salary,,,206500
654,2023,SE,FT,Data Analyst,121600,USD,121600,US,100,US,M,Medium Salary,,121600,
655,2023,SE,FT,Data Engineer,260000,USD,260000,US,0,US,M,High Salary,,,260000
656,2023,SE,FT,Data Engineer,225000,USD,225000,US,0,US,M,High Salary,,,225000
657,2023,EX,FT,Data Engineer,194500,USD,194500,US,0,US,M,High Salary,,,194500
658,2023,EX,FT,Data Engineer,115500,USD,115500,US,0,US,M,Medium Salary,,115500,
659,2023,SE,FT,Cloud Database Engineer,170000,USD,170000,US,100,US,L,High Salary,,,170000
660,2023,SE,FT,Applied Machine Learning Scientist,90000,USD,90000,US,100,US,L,Low Salary,90000,,
661,2023,EN,FT,Data Analyst,95000,USD,95000,US,100,US,M,Low Salary,95000,,
662,2023,EN,FT,Data Analyst,70000,USD,70000,US,100,US,M,Low Salary,70000,,
663,2023,SE,FT,Data Engineer,275000,USD,275000,US,0,US,M,High Salary,,,275000
664,2023,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M,High Salary,,,160000
665,2023,SE,FT,Data Analyst,115934,USD,115934,US,100,US,M,Medium Salary,,115934,
666,2023,SE,FT,Data Analyst,81666,USD,81666,US,100,US,M,Low Salary,81666,,
667,2023,SE,FT,Data Scientist,175000,USD,175000,US,0,US,M,High Salary,,,175000
668,2023,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M,Medium Salary,,120000,
669,2023,SE,FT,Machine Learning Engineer,150000,USD,150000,US,100,US,M,High Salary,,,150000
670,2023,SE,FT,Machine Learning Engineer,120000,USD,120000,US,100,US,M,Medium Salary,,120000,
671,2023,SE,FT,Research Engineer,200000,USD,200000,US,0,US,M,High Salary,,,200000
672,2023,SE,FT,Research Engineer,175000,USD,175000,US,0,US,M,High Salary,,,175000
673,2023,MI,FT,Data Analyst,206000,USD,206000,US,0,US,M,High Salary,,,206000
674,2023,MI,FT,Data Analyst,130000,USD,130000,US,0,US,M,Medium Salary,,130000,
675,2023,SE,FT,Data Architect,138000,USD,138000,GB,100,GB,M,High Salary,,,138000
676,2023,SE,FT,Data Architect,92000,USD,92000,GB,100,GB,M,Low Salary,92000,,
677,2023,SE,FT,Data Manager,65000,USD,65000,CO,0,CO,M,Low Salary,65000,,
678,2023,SE,FT,Data Manager,48000,USD,48000,CO,0,CO,M,Low Salary,48000,,
679,2023,SE,FT,Data Analyst,110000,USD,110000,US,100,US,M,Medium Salary,,110000,
680,2023,SE,FT,Data Analyst,75000,USD,75000,US,100,US,M,Low Salary,75000,,
681,2023,SE,FT,Analytics Engineer,130000,USD,130000,US,0,US,M,Medium Salary,,130000,
682,2023,SE,FT,Analytics Engineer,87000,USD,87000,US,0,US,M,Low Salary,87000,,
683,2023,MI,FT,Data Analyst,160000,USD,160000,US,0,US,M,High Salary,,,160000
684,2023,MI,FT,Data Analyst,112000,USD,112000,US,0,US,M,Medium Salary,,112000,
685,2023,MI,FT,Data Engineer,162500,USD,162500,US,0,US,M,High Salary,,,162500
686,2023,MI,FT,Data Engineer,130000,USD,130000,US,0,US,M,Medium Salary,,130000,
687,2023,SE,FT,Data Science Manager,299500,USD,299500,US,0,US,M,High Salary,,,299500
688,2023,SE,FT,Data Science Manager,245100,USD,245100,US,0,US,M,High Salary,,,245100
689,2023,MI,FT,Data Scientist,145000,USD,145000,US,0,US,M,High Salary,,,145000
690,2023,MI,FT,Data Scientist,100000,USD,100000,US,0,US,M,Medium Salary,,100000,
691,2023,SE,FT,Data Engineer,147100,USD,147100,US,0,US,M,High Salary,,,147100
692,2023,SE,FT,Data Engineer,90700,USD,90700,US,0,US,M,Low Salary,90700,,
693,2023,EN,FT,Data Engineer,115100,USD,115100,US,0,US,M,Medium Salary,,115100,
694,2023,EN,FT,Data Engineer,73900,USD,73900,US,0,US,M,Low Salary,73900,,
695,2023,SE,FT,Data Engineer,168400,USD,168400,US,0,US,M,High Salary,,,168400
696,2023,SE,FT,Data Engineer,105200,USD,105200,US,0,US,M,Medium Salary,,105200,
697,2023,SE,FT,Data Scientist,210000,USD,210000,US,0,US,M,High Salary,,,210000
698,2023,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M,High Salary,,,160000
699,2023,MI,FT,Data Scientist,145000,USD,145000,US,0,US,M,High Salary,,,145000
700,2023,MI,FT,Data Scientist,100000,USD,100000,US,0,US,M,Medium Salary,,100000,
701,2023,SE,FT,Applied Scientist,222200,USD,222200,US,0,US,L,High Salary,,,222200
702,2023,SE,FT,Applied Scientist,136000,USD,136000,US,0,US,L,High Salary,,,136000
703,2023,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M,Medium Salary,,100000,
704,2023,MI,FT,Data Analyst,85000,USD,85000,US,0,US,M,Low Salary,85000,,
705,2023,MI,FT,Data Engineer,70000,GBP,85066,GB,100,GB,M,Low Salary,85066,,
706,2023,MI,FT,Data Engineer,47500,GBP,57723,GB,100,GB,M,Low Salary,57723,,
707,2023,EX,FT,Data Scientist,200000,USD,200000,US,0,US,M,High Salary,,,200000
708,2023,EX,FT,Data Scientist,145000,USD,145000,US,0,US,M,High Salary,,,145000
709,2023,MI,FT,Data Engineer,140000,USD,140000,US,0,US,M,High Salary,,,140000
710,2023,MI,FT,Data Engineer,95000,USD,95000,US,0,US,M,Low Salary,95000,,
711,2023,SE,FT,Data Analyst,185000,USD,185000,US,100,US,M,High Salary,,,185000
712,2023,SE,FT,Data Analyst,120250,USD,120250,US,100,US,M,Medium Salary,,120250,
713,2023,MI,FT,Financial Data Analyst,130000,USD,130000,US,100,US,L,Medium Salary,,130000,
714,2023,SE,FT,Data Scientist,205000,USD,205000,US,0,US,M,High Salary,,,205000
715,2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M,High Salary,,,140000
716,2023,SE,FT,Data Scientist,297300,USD,297300,US,100,US,M,High Salary,,,297300
717,2023,SE,FT,Data Scientist,198200,USD,198200,US,100,US,M,High Salary,,,198200
718,2023,SE,FT,Research Scientist,141288,USD,141288,US,0,US,M,High Salary,,,141288
719,2023,SE,FT,Research Scientist,94192,USD,94192,US,0,US,M,Low Salary,94192,,
720,2023,SE,FT,Data Infrastructure Engineer,184000,USD,184000,US,100,US,M,High Salary,,,184000
721,2023,SE,FT,Data Infrastructure Engineer,143000,USD,143000,US,100,US,M,High Salary,,,143000
722,2023,SE,FT,Data Analyst,70000,USD,70000,US,0,US,M,Low Salary,70000,,
723,2023,SE,FT,Data Analyst,55000,USD,55000,US,0,US,M,Low Salary,55000,,
724,2023,SE,FT,Analytics Engineer,275300,USD,275300,US,100,US,M,High Salary,,,275300
725,2023,SE,FT,Analytics Engineer,183500,USD,183500,US,100,US,M,High Salary,,,183500
726,2023,MI,FT,Data Analyst,75000,USD,75000,US,100,US,M,Low Salary,75000,,
727,2023,MI,FT,Data Analyst,65000,USD,65000,US,100,US,M,Low Salary,65000,,
728,2023,MI,FT,ML Engineer,160000,USD,160000,US,0,US,M,High Salary,,,160000
729,2023,MI,FT,ML Engineer,147000,USD,147000,US,0,US,M,High Salary,,,147000
730,2023,SE,FT,Data Architect,149040,USD,149040,US,100,US,M,High Salary,,,149040
731,2023,SE,FT,Data Architect,113900,USD,113900,US,100,US,M,Medium Salary,,113900,
732,2023,MI,FT,Software Data Engineer,100000,SGD,75020,SG,100,SG,L,Low Salary,75020,,
733,2023,SE,FT,Data Analyst,180180,USD,180180,US,0,US,M,High Salary,,,180180
734,2023,SE,FT,Data Analyst,106020,USD,106020,US,0,US,M,Medium Salary,,106020,
735,2023,MI,FT,Data Scientist,1400000,INR,17022,IN,100,IN,L,Low Salary,17022,,
736,2023,EN,FT,AI Programmer,70000,USD,70000,IN,0,AU,L,Low Salary,70000,,
737,2023,EN,FT,AI Developer,80000,USD,80000,SE,50,SE,M,Low Salary,80000,,
738,2023,MI,FT,Lead Data Analyst,1500000,INR,18238,IN,50,IN,L,Low Salary,18238,,
739,2023,MI,FT,Machine Learning Engineer,250000,USD,250000,US,0,US,M,High Salary,,,250000
740,2023,MI,FT,Machine Learning Engineer,150000,USD,150000,US,0,US,M,High Salary,,,150000
741,2023,SE,FT,Data Engineer,139500,USD,139500,US,0,US,M,High Salary,,,139500
742,2023,SE,FT,Data Engineer,109400,USD,109400,US,0,US,M,Medium Salary,,109400,
743,2023,SE,FT,Data Scientist,105000,USD,105000,US,0,US,M,Medium Salary,,105000,
744,2023,SE,FT,Data Scientist,70000,USD,70000,US,0,US,M,Low Salary,70000,,
745,2023,EX,FT,Data Engineer,210914,USD,210914,US,100,US,M,High Salary,,,210914
746,2023,EX,FT,Data Engineer,116704,USD,116704,US,100,US,M,Medium Salary,,116704,
747,2023,EN,FT,Research Scientist,150000,USD,150000,US,0,US,M,High Salary,,,150000
748,2023,EN,FT,Research Scientist,100000,USD,100000,US,0,US,M,Medium Salary,,100000,
749,2023,SE,FT,Data Engineer,146000,USD,146000,US,0,US,M,High Salary,,,146000
750,2023,SE,FT,Data Engineer,75000,USD,75000,US,0,US,M,Low Salary,75000,,
751,2023,EN,FT,Data Analyst,75000,USD,75000,US,100,US,M,Low Salary,75000,,
752,2023,EN,FT,Data Analyst,60000,USD,60000,US,100,US,M,Low Salary,60000,,
753,2023,MI,FT,Analytics Engineer,185700,USD,185700,US,0,US,M,High Salary,,,185700
754,2023,MI,FT,Analytics Engineer,165000,USD,165000,US,0,US,M,High Salary,,,165000
755,2023,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M,High Salary,,,160000
756,2023,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M,Medium Salary,,130000,
757,2023,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M,High Salary,,,169000
758,2023,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M,Medium Salary,,110600,
759,2023,SE,FT,Data Operations Engineer,193000,USD,193000,US,100,US,M,High Salary,,,193000
760,2023,SE,FT,Data Operations Engineer,136850,USD,136850,US,100,US,M,High Salary,,,136850
761,2023,SE,FT,Machine Learning Engineer,139500,USD,139500,US,0,US,M,High Salary,,,139500
762,2023,SE,FT,Machine Learning Engineer,109400,USD,109400,US,0,US,M,Medium Salary,,109400,
763,2023,SE,FT,Data Engineer,276000,USD,276000,US,100,US,M,High Salary,,,276000
764,2023,SE,FT,Data Engineer,178500,USD,178500,US,100,US,M,High Salary,,,178500
765,2023,MI,FT,Data Scientist,55000,EUR,59020,ES,0,ES,M,Low Salary,59020,,
766,2023,MI,FT,Data Scientist,45000,EUR,48289,ES,0,ES,M,Low Salary,48289,,
767,2023,MI,FT,Data Engineer,70000,EUR,75116,SI,100,SI,M,Low Salary,75116,,
768,2023,MI,FT,Data Engineer,45000,EUR,48289,SI,100,SI,M,Low Salary,48289,,
769,2023,SE,FT,Machine Learning Engineer,161000,GBP,195652,GB,0,GB,M,High Salary,,,195652
770,2023,SE,FT,Machine Learning Engineer,83300,GBP,101228,GB,0,GB,M,Medium Salary,,101228,
771,2023,SE,FT,Data Engineer,112700,GBP,136956,GB,0,GB,M,High Salary,,,136956
772,2023,SE,FT,Data Engineer,83300,GBP,101228,GB,0,GB,M,Medium Salary,,101228,
773,2023,SE,FT,Data Engineer,252000,USD,252000,US,0,US,M,High Salary,,,252000
774,2023,SE,FT,Data Engineer,129000,USD,129000,US,0,US,M,Medium Salary,,129000,
775,2022,SE,FT,BI Developer,130000,USD,130000,US,100,US,L,Medium Salary,,130000,
776,2021,MI,FT,Data Science Lead,150000,USD,150000,US,100,US,M,High Salary,,,150000
777,2023,SE,FT,Data Engineer,163800,USD,163800,US,0,US,M,High Salary,,,163800
778,2023,SE,FT,Data Engineer,126000,USD,126000,US,0,US,M,Medium Salary,,126000,
779,2023,SE,FT,ML Engineer,260000,USD,260000,CA,100,CA,M,High Salary,,,260000
780,2023,SE,FT,ML Engineer,110000,USD,110000,CA,100,CA,M,Medium Salary,,110000,
781,2023,SE,FT,Analytics Engineer,170000,USD,170000,US,100,US,M,High Salary,,,170000
782,2023,SE,FT,Analytics Engineer,130000,USD,130000,US,100,US,M,Medium Salary,,130000,
783,2023,SE,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M,High Salary,,,247500
784,2023,SE,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,M,High Salary,,,172200
785,2023,SE,FT,Data Scientist,239748,USD,239748,US,0,US,M,High Salary,,,239748
786,2023,SE,FT,Data Scientist,159832,USD,159832,US,0,US,M,High Salary,,,159832
787,2023,SE,FT,Machine Learning Engineer,163800,USD,163800,US,0,US,M,High Salary,,,163800
788,2023,SE,FT,Machine Learning Engineer,126000,USD,126000,US,0,US,M,Medium Salary,,126000,
789,2023,MI,FT,Data Scientist,128750,USD,128750,US,0,US,M,Medium Salary,,128750,
790,2023,MI,FT,Data Scientist,106250,USD,106250,US,0,US,M,Medium Salary,,106250,
791,2023,SE,FT,Data Engineer,252000,USD,252000,US,0,US,M,High Salary,,,252000
792,2023,SE,FT,Data Engineer,129000,USD,129000,US,0,US,M,Medium Salary,,129000,
793,2023,SE,FT,Data Science Manager,299500,USD,299500,US,0,US,M,High Salary,,,299500
794,2023,SE,FT,Data Science Manager,245100,USD,245100,US,0,US,M,High Salary,,,245100
795,2023,MI,FT,Data Analytics Manager,155000,USD,155000,US,0,US,M,High Salary,,,155000
796,2023,MI,FT,Data Analytics Manager,140000,USD,140000,US,0,US,M,High Salary,,,140000
797,2023,EX,FT,Data Engineer,167500,USD,167500,US,0,US,M,High Salary,,,167500
798,2023,EX,FT,Data Engineer,106500,USD,106500,US,0,US,M,Medium Salary,,106500,
799,2023,SE,FT,Data Architect,188500,USD,188500,US,100,US,M,High Salary,,,188500
800,2023,SE,FT,Data Architect,117000,USD,117000,US,100,US,M,Medium Salary,,117000,
801,2023,SE,FT,Data Analyst,250000,USD,250000,US,100,US,M,High Salary,,,250000
802,2023,SE,FT,Data Analyst,138000,USD,138000,US,100,US,M,High Salary,,,138000
803,2023,MI,FT,Data Analyst,130000,USD,130000,CA,100,CA,M,Medium Salary,,130000,
804,2023,MI,FT,Data Analyst,100000,USD,100000,CA,100,CA,M,Medium Salary,,100000,
805,2023,SE,FT,Deep Learning Researcher,115000,EUR,123405,DE,0,DE,L,Medium Salary,,123405,
806,2023,SE,FT,Data Engineer,140000,USD,140000,US,0,US,M,High Salary,,,140000
807,2023,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M,Medium Salary,,120000,
808,2023,SE,FT,BI Analyst,160000,USD,160000,US,0,US,M,High Salary,,,160000
809,2023,SE,FT,BI Analyst,135000,USD,135000,US,0,US,M,Medium Salary,,135000,
810,2023,MI,FT,Data Science Manager,104500,USD,104500,US,0,US,M,Medium Salary,,104500,
811,2023,MI,FT,Data Science Manager,70000,USD,70000,US,0,US,M,Low Salary,70000,,
812,2023,MI,FT,Data Science Consultant,90000,USD,90000,US,0,US,M,Low Salary,90000,,
813,2023,MI,FT,Data Science Consultant,70000,USD,70000,US,0,US,M,Low Salary,70000,,
814,2023,SE,FT,Data Engineer,153600,USD,153600,US,100,US,M,High Salary,,,153600
815,2023,SE,FT,Data Engineer,106800,USD,106800,US,100,US,M,Medium Salary,,106800,
816,2023,EN,FT,Data Engineer,125000,USD,125000,US,0,US,M,Medium Salary,,125000,
817,2023,EN,FT,Data Engineer,90000,USD,90000,US,0,US,M,Low Salary,90000,,
818,2023,MI,FT,Research Scientist,185000,USD,185000,US,100,US,M,High Salary,,,185000
819,2023,MI,FT,Research Scientist,125000,USD,125000,US,100,US,M,Medium Salary,,125000,
820,2023,SE,FT,Data Analyst,127000,USD,127000,US,100,US,M,Medium Salary,,127000,
821,2023,SE,FT,Data Analyst,94000,USD,94000,US,100,US,M,Low Salary,94000,,
822,2023,SE,FT,Data Scientist,210550,USD,210550,US,0,US,M,High Salary,,,210550
823,2023,SE,FT,Data Scientist,153300,USD,153300,US,0,US,M,High Salary,,,153300
824,2023,MI,FT,Data Scientist,200000,USD,200000,US,100,US,M,High Salary,,,200000
825,2023,MI,FT,Data Scientist,150000,USD,150000,US,100,US,M,High Salary,,,150000
826,2023,SE,FT,Data Analyst,161500,USD,161500,US,100,US,M,High Salary,,,161500
827,2023,SE,FT,Data Analyst,119500,USD,119500,US,100,US,M,Medium Salary,,119500,
828,2023,SE,FT,Data Analyst,175000,USD,175000,US,0,US,M,High Salary,,,175000
829,2023,SE,FT,Data Analyst,145000,USD,145000,US,0,US,M,High Salary,,,145000
830,2023,SE,FT,Data Scientist,175000,USD,175000,US,0,US,M,High Salary,,,175000
831,2023,SE,FT,Data Scientist,148750,USD,148750,US,0,US,M,High Salary,,,148750
832,2023,SE,FT,Data Analytics Specialist,105000,USD,105000,US,0,US,M,Medium Salary,,105000,
833,2023,SE,FT,Data Analytics Specialist,85000,USD,85000,US,0,US,M,Low Salary,85000,,
834,2023,SE,FT,Research Scientist,215000,USD,215000,US,0,US,M,High Salary,,,215000
835,2023,SE,FT,Research Scientist,146300,USD,146300,US,0,US,M,High Salary,,,146300
836,2023,EN,FT,AI Developer,200000,EUR,214618,DE,100,DE,L,High Salary,,,214618
837,2023,MI,FT,Data Engineer,72000,USD,72000,MX,100,MX,M,Low Salary,72000,,
838,2023,MI,FT,Data Engineer,60000,USD,60000,MX,100,MX,M,Low Salary,60000,,
839,2023,SE,FT,Machine Learning Engineer,153400,USD,153400,US,0,US,M,High Salary,,,153400
840,2023,SE,FT,Machine Learning Engineer,122700,USD,122700,US,0,US,M,Medium Salary,,122700,
841,2023,MI,FT,Data Engineer,260000,USD,260000,US,0,US,M,High Salary,,,260000
842,2023,MI,FT,Data Engineer,175000,USD,175000,US,0,US,M,High Salary,,,175000
843,2023,SE,FT,Data Scientist,186300,USD,186300,US,100,US,M,High Salary,,,186300
844,2023,SE,FT,Data Scientist,123900,USD,123900,US,100,US,M,Medium Salary,,123900,
845,2023,MI,FT,Research Scientist,340000,USD,340000,US,100,US,M,High Salary,,,340000
846,2023,MI,FT,Research Scientist,150000,USD,150000,US,100,US,M,High Salary,,,150000
847,2023,SE,FT,Machine Learning Engineer,153400,USD,153400,US,0,US,M,High Salary,,,153400
848,2023,SE,FT,Machine Learning Engineer,122700,USD,122700,US,0,US,M,Medium Salary,,122700,
849,2023,MI,FT,Data Engineer,250000,USD,250000,US,0,US,M,High Salary,,,250000
850,2023,MI,FT,Data Engineer,175000,USD,175000,US,0,US,M,High Salary,,,175000
851,2023,MI,FT,Data Scientist,60000,EUR,64385,FR,50,FR,M,Low Salary,64385,,
852,2023,SE,FT,Data Analyst,185900,USD,185900,US,0,US,M,High Salary,,,185900
853,2023,SE,FT,Data Analyst,121700,USD,121700,US,0,US,M,Medium Salary,,121700,
854,2023,SE,FT,Data Analyst,153600,USD,153600,US,0,US,M,High Salary,,,153600
855,2023,SE,FT,Data Analyst,106800,USD,106800,US,0,US,M,Medium Salary,,106800,
856,2023,SE,FL,Software Data Engineer,50000,USD,50000,NG,50,AU,M,Low Salary,50000,,
857,2023,EN,FT,Data Analyst,100000,USD,100000,UZ,100,US,L,Medium Salary,,100000,
858,2023,SE,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M,High Salary,,,247500
859,2023,SE,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,M,High Salary,,,172200
860,2023,EX,FT,Data Engineer,310000,USD,310000,US,100,US,M,High Salary,,,310000
861,2023,EX,FT,Data Engineer,239000,USD,239000,US,100,US,M,High Salary,,,239000
862,2023,SE,FT,Data Analyst,125000,USD,125000,US,0,US,M,Medium Salary,,125000,
863,2023,SE,FT,Data Analyst,110000,USD,110000,US,0,US,M,Medium Salary,,110000,
864,2023,EN,FT,Data Analyst,150000,USD,150000,US,0,US,M,High Salary,,,150000
865,2023,EN,FT,Data Analyst,100000,USD,100000,US,0,US,M,Medium Salary,,100000,
866,2023,SE,FT,Data Scientist,149076,USD,149076,US,0,US,M,High Salary,,,149076
867,2023,SE,FT,Data Scientist,82365,USD,82365,US,0,US,M,Low Salary,82365,,
868,2023,MI,FT,Data Engineer,146000,USD,146000,US,0,US,M,High Salary,,,146000
869,2023,MI,FT,Data Engineer,75000,USD,75000,US,0,US,M,Low Salary,75000,,
870,2023,SE,FT,Machine Learning Engineer,139500,USD,139500,US,0,US,M,High Salary,,,139500
871,2023,SE,FT,Machine Learning Engineer,109400,USD,109400,US,0,US,M,Medium Salary,,109400,
872,2023,SE,FT,Data Engineer,139500,USD,139500,US,0,US,M,High Salary,,,139500
873,2023,SE,FT,Data Engineer,109400,USD,109400,US,0,US,M,Medium Salary,,109400,
874,2023,MI,FT,Data Engineer,149600,USD,149600,US,0,US,M,High Salary,,,149600
875,2023,MI,FT,Data Engineer,102000,USD,102000,US,0,US,M,Medium Salary,,102000,
876,2023,MI,FT,Data Analyst,80000,GBP,97218,GB,0,GB,M,Medium Salary,,97218,
877,2023,MI,FT,Data Analyst,40000,GBP,48609,GB,0,GB,M,Low Salary,48609,,
878,2023,SE,FT,Data Engineer,252000,USD,252000,US,0,US,M,High Salary,,,252000
879,2023,SE,FT,Data Engineer,129000,USD,129000,US,0,US,M,Medium Salary,,129000,
880,2023,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M,Low Salary,95000,,
881,2023,SE,FT,Data Analyst,85500,USD,85500,US,0,US,M,Low Salary,85500,,
882,2023,SE,FT,Data Analyst,185900,USD,185900,US,0,US,M,High Salary,,,185900
883,2023,SE,FT,Data Analyst,121700,USD,121700,US,0,US,M,Medium Salary,,121700,
884,2023,EN,FT,Research Scientist,150000,USD,150000,US,0,US,M,High Salary,,,150000
885,2023,EN,FT,Research Scientist,100000,USD,100000,US,0,US,M,Medium Salary,,100000,
886,2023,MI,FT,Data Engineer,145000,USD,145000,US,0,US,M,High Salary,,,145000
887,2023,MI,FT,Data Engineer,125000,USD,125000,US,0,US,M,Medium Salary,,125000,
888,2023,MI,FT,Data Scientist,150000,USD,150000,US,100,US,M,High Salary,,,150000
889,2023,MI,FT,Data Scientist,97750,USD,97750,US,100,US,M,Medium Salary,,97750,
890,2023,SE,FT,Data Scientist,201000,USD,201000,US,0,US,M,High Salary,,,201000
891,2023,SE,FT,Data Scientist,122000,USD,122000,US,0,US,M,Medium Salary,,122000,
892,2023,SE,FT,Data Engineer,252000,USD,252000,US,0,US,M,High Salary,,,252000
893,2023,SE,FT,Data Engineer,129000,USD,129000,US,0,US,M,Medium Salary,,129000,
894,2023,SE,FT,Data Analyst,120000,USD,120000,US,100,US,M,Medium Salary,,120000,
895,2023,SE,FT,Data Analyst,75000,USD,75000,US,100,US,M,Low Salary,75000,,
896,2023,MI,FT,Data Scientist,116990,USD,116990,US,100,US,M,Medium Salary,,116990,
897,2023,MI,FT,Data Scientist,82920,USD,82920,US,100,US,M,Low Salary,82920,,
898,2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M,High Salary,,,185900
899,2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M,Medium Salary,,129300,
900,2023,MI,FT,Machine Learning Scientist,200000,USD,200000,US,0,US,S,High Salary,,,200000
901,2023,MI,FT,Machine Learning Scientist,125000,USD,125000,US,0,US,S,Medium Salary,,125000,
902,2023,SE,FT,Data Scientist,201000,USD,201000,US,0,US,M,High Salary,,,201000
903,2023,SE,FT,Data Scientist,122000,USD,122000,US,0,US,M,Medium Salary,,122000,
904,2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M,High Salary,,,204500
905,2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M,High Salary,,,142200
906,2023,SE,FT,Data Manager,155000,USD,155000,US,0,US,M,High Salary,,,155000
907,2023,SE,FT,Data Manager,140000,USD,140000,US,0,US,M,High Salary,,,140000
908,2023,MI,FT,Machine Learning Infrastructure Engineer,205920,USD,205920,US,0,US,M,High Salary,,,205920
909,2023,MI,FT,Machine Learning Infrastructure Engineer,171600,USD,171600,US,0,US,M,High Salary,,,171600
